M2551   ;220    ;BODY TELA RENDA    ;M  ;PRETO
M2561   ;222    ;BLUSA PREGAS MANGA ;PP ;ESTAMPADO
M2500   ;239    ;SHORT JEANS        ;P  ;JEANS
M2500;241;SHORT JEANS;G;JEANS
M2580;242;CALCA CINTURA ALTA;PP;PRETO
M2562;251;VESTIDO RENDA CINTURA;P;ESTAMPADO
M2573;258;SHORT SAIA BOTOES;PP;PRETO
M2518;266;VESTIDO COLORIDO;PP;ESTAMPADO
M2512;276;BODY RENDADO;M;PRETO
M1769;74;SAIA NERVURA;PP;BEGE
M1769;75;SAIA NERVURA;P;BEGE
M1769;76;SAIA NERVURA;M;BEGE
M1769;78;SAIA NERVURA;PP;VERMELHO
M1769;82;SAIA NERVURA;PP;PINK
M1769;86;SAIA NERVURA;PP;OFF WHITE
M1769;91;SAIA NERVURA;P;TELHA
M1769;98;SAIA NERVURA;PP;VINHO
M1769;103;SAIA NERVURA;P;CARAMELO
M2571;30;SAIA NERVURAS;PP;OFF WHITE
M2571;41;SAIA NERVURAS;P;PRETO
M2571;43;SAIA NERVURAS;G;PRETO
M2448;56;BLUSA RENDA DECOTE;M;OFF WHITE
M2579;113;SHORT DETALHE LATERAL;G;PRETO
M2614;126;SAIA NERVURA BABADO;PP;PINK
M2614;128;SAIA NERVURA BABADO;M;PINK
M2567;134;SAIA BARRA PREGAS;PP;ESTAMPADO
M2567;136;SAIA BARRA PREGAS;M;ESTAMPADO
M2548;139;PEPLUM RENDA;P;PRETO
M2520;144;BODY CORPO RENDA;M;OFF WHITE
M2133;180;T-SHIRT BORDADA SILK;M;PRETO
M2383;186;BLUSA BORDADA;PP;PRETO
M2167;191;SAIA NERVURA;P;CARAMELO
M2167;199;SAIA NERVURA;P;ROSE
M1656;17621;BLUSA C/ APLICACAO BEGE CLARO P;U;UNICA
M1658;17100;BLUSA APLIC BEGE P;U;UNICA
M1659;16507;REGATA COLAR STRASS OFF WHITE G;U;UNICA
M1663;16223;SAIA LIMA ESTAMPADO M;U;UNICA
M1684;16180;BLUSA DET.CORRENTE BEGE G;U;UNICA
M1690;16254;SAIA NERVURA AZUL ROYAL G;U;UNICA
M1697;16280;SAIA FAIXA LARANJA PP;U;UNICA
M1697;16287;SAIA FAIXA AZUL ROYAL M;U;UNICA
M1698;16953;BLUDA RENDA COSTAS BEGE P;U;UNICA
M1705;17090;BLUSA CORRENTE LARANJA P;U;UNICA
M1713;17245;VESTIDO LONGO BORDADO PRETO PP;U;UNICA
M1714;16689;VESTIDO LONGO VERMELHO PP;U;UNICA
M1724;16948;BLUSA STRASS BEGE PP;U;UNICA
M1725;19174;SAIA NERVURA MARROM PP;U;UNICA
M1725;19181;SAIA NERVURA OFF WHITE P;U;UNICA
M1725;19184;SAIA NERVURA VINHO M;U;UNICA
M1726;17123;BLUSA DET.ARGOLA AMARELO M;U;UNICA
M1729;16529;BLUSA ESTAMPADA ESTAMPADO P;U;UNICA
M1730;16523;BLUSA ESTAMPADA ESTAMPADO G;U;UNICA
M1730;16521;BLUSA ESTAMPADA ESTAMPADO P;U;UNICA
M17301;23042;BLUSA ALCA MEDIA LISTRADO G;U;UNICA
M17301;23044;BLUSA ALCA MEDIA AZUL MARINHO G;U;UNICA
M1734;17137;BLUSA BORDADO PRETO PP;U;UNICA
M1742;17196;BLUSA BORDADO OFF WHITE M;U;UNICA
M1748;16729;BLUSA LASER BORDADO PRETO P;U;UNICA
M1749;16718;SAIA ESTAMPADA ESTAMPADO M;U;UNICA
M1769;17057;SAIA NERVURA PRETO PP;U;UNICA
M1769;17058;SAIA NERVURA BEGE PP;U;UNICA
M1769;19166;SAIA NERVURA OFF WHITE M;U;UNICA
M1775;16710;SAIA ASSIMETRICA BEGE G;U;UNICA
M18021;17857;VESTIDO C/AVIAM TULE LARANJA P;U;UNICA
M18022;18983;VESTIDO DET.TULE E AVIAM VERMELHO P;U;UNICA
M1804;19077;VESTIDO BANDAGEM C/RENDA OFF WHITE G;U;UNICA
M1805;18590;VESTIDO FRENTE UNICA PRETO P;U;UNICA
M1813;17624;BODY RENDA C/ILHOS OFF WHITE PP;U;UNICA
M1814;17386;BODY RENDA C/TULE PRETO M;U;UNICA
M1823;20318;T-SHIRT CAMURCA SILK BEGE M;U;UNICA
M1829;17582;T-SHIRT SILK OFF WHITE M;U;UNICA
M183520342;20342;SHORT BOTAO PRETO M;U;UNICA
M183518130;18130;SHORT BOTAO OFF WHITE M;U;UNICA
M1836;19125;BODY C/CORRENTE TERRA M;U;UNICA
M1836;19124;BODY C/CORRENTE TERRA P;U;UNICA
M1846;17850;VESTIDO LONGO TULE C/AVIAM PRETO P;U;UNICA
M1856;17559;VESTIDO LONGO C/TULE PRETO M;U;UNICA
M1863;17608;VESTIDO LONGO TIRAS BORDADO PRETO PP;U;UNICA
M1891;19798;SHORT COURO C/PEROLA BORDADO ROSE G;U;UNICA
M1892;19939;SHORT COURO BORDADO PRETO G;U;UNICA
M1892;19938;SHORT COURO BORDADO TERRA M;U;UNICA
M1895;17941;CALCA JEANS DET.BOTAO JEANS G;U;UNICA
M1897;17731;BODY ESTAMPADO ESTAMPADO M;U;UNICA
M1900;17631;T-SHIRT C/AVIAM PRETO P;U;UNICA
M1914;22773;SHORT AZUL ROYAL PP;U;UNICA
M1919;17734;CROPPED EST ESTAMPADO P;U;UNICA
M1920;17828;SAIA ESTAMPADA ESTAMPADO G;U;UNICA
M1924;19733;CALCA BANDAGEM CARAMELO M;U;UNICA
M1929;17937;SHORT JEANS JEANS G;U;UNICA
M193519393;19393;VESTIDO LONGO BORDADO PRETO M;U;UNICA
M1935;19394;VESTIDO LONGO BORDADO PRETO G;U;UNICA
CA001;5493;CAMISA BORDADO GOLA PRETO P;U;UNICA
CT51672424;2424;CINTO MURAU DIVERSAS;U;UNICA
G0013;15048;BLUSA APLIC. BORDADO PRETO PP;U;UNICA
G0013;15050;BLUSA APLIC. BORDADO PRETO M;U;UNICA
G0013;15260;BLUSA APLIC. BORDADO BEGE P;U;UNICA
G0021;15570;SAIA C/AVIAM LIMA P;U;UNICA
G0035;15324;BLUSA C/ ILHOS BEGE P;U;UNICA
G0039;16316;SHORT PRETO P;U;UNICA
G0059;15015;VESTIDO DEGRADE DIVERSAS G;U;UNICA
G0059;15012;VESTIDO DEGRADE DIVERSAS PP;U;UNICA
G0079;16657;PEPLUM VERDE P;U;UNICA
G0086;16258;BLUSA BORDADO FLOR PRETO P;U;UNICA
G0110;15577;BLUSA RENDA C/ APLIC BEGE M;U;UNICA
G0113;16621;BLUSA C/ AVIAM OFF WHITE PP;U;UNICA
G0132;15841;PEPLUM RENDA PRETO G;U;UNICA
G0139;16115;BLUSA C/CHATON BEGE P;U;UNICA
G0159;16909;BLUSA PREGA LIMA P;U;UNICA
G0161;16389;BLUSA LACO LARANJA G;U;UNICA
G0165;16634;SAIA RECORTE VERDE LIMAO PP;U;UNICA
G0197;17045;BLUSA DET.AVIAM BEGE PP;U;UNICA
G0203;17288;BLUSA MANGA RECORTES LARANJA G;U;UNICA
G0208;17687;BLUSA RENDA OFF WHITE PP;U;UNICA
G0208;17690;BLUSA RENDA OFF WHITE G;U;UNICA
G0212;17272;SAIA RENDA PRETO G;U;UNICA
G0222;19445;BLUSA TIRAS DECOTE AZUL MARINHO G;U;UNICA
G0231;17651;VESTIDO RENDA PTO/OFF PRETO/OFF WHITE G;U;UNICA
G0234;17968;BLUSA EST.BOLA PRETO P;U;UNICA
G0235;18346;CAMISA PREGAS OFF WHITE P;U;UNICA
G0235;19751;CAMISA PREGAS OFF WHITE GG;U;UNICA
G0240;17951;SAIA ESTAMPADA ESTAMPADO P;U;UNICA
G0245;18781;BLUSA ESTAMPADA DET.VIVO ESTAMPADO GG;U;UNICA
G0251;18068;CAMISA BABADO OFF WHITE P;U;UNICA
G0255;20000;CAMISA VINHO P;U;UNICA
G0255;20001;CAMISA AZUL M;U;UNICA
G0256;20280;BLUSA M/L LASER PRETO G;U;UNICA
G0258;19567;COLETE DET.CORRENTE PRETO M;U;UNICA
G0259;17932;SAIA RENDA PRETO M;U;UNICA
G0276;19752;BLUSA M/L LASTEX PRETO PP;U;UNICA
G0277;19319;BLUSA CAVADA EST ESTAMPADO PP;U;UNICA
G0280;19869;BLUSA MANGA RENDA BORDADO OFF WHITE GG;U;UNICA
G0290;20037;SAIA COURO KAKI PP;U;UNICA
G0292;20107;BLUSA EST.PREGAS ESTAMPADO P;U;UNICA
G0300;20138;SAIA ESTAMPADA VERDE MILITAR P;U;UNICA
G0301;20012;CALCA FLARE ESTAMPADO PP;U;UNICA
G0301;20015;CALCA FLARE ESTAMPADO G;U;UNICA
G0318;20189;BLUSA RENDA OFF WHITE P;U;UNICA
G0320;20764;BLUSA EST.C/AVIAM ESTAMPADO G;U;UNICA
G0336;20884;BLUSA CAVADA OFF WHITE G;U;UNICA
G0336;20881;BLUSA CAVADA OFF WHITE PP;U;UNICA
G0339;21644;CAMISA ML ESTAMPADA ESTAMPADO P;U;UNICA
G0339;21643;CAMISA ML ESTAMPADA ESTAMPADO PP;U;UNICA
G0342;21815;BLUSA CAVADA GOLA RENDA NUDE G;U;UNICA
G0350;21268;BLUSA CAVADA EST. ESTAMPADO M;U;UNICA
G0365;22271;SAIA MIDI LASER VINHO G;U;UNICA
G0371;22010;SAIA PRETO M;U;UNICA
G0378;23013;BLUSA ALCA VERMELHO M;U;UNICA
G0378;23014;BLUSA ALCA VERMELHO G;U;UNICA
G0378;23011;BLUSA ALCA VERMELHO PP;U;UNICA
G0378;23406;BLUSA ALCA NUDE G;U;UNICA
G0378;23403;BLUSA ALCA NUDE M;U;UNICA
G0378;23398;BLUSA ALCA PINK PP;U;UNICA
G0383;24022;BLUSA LASER MANGA PRETO PP;U;UNICA
G0386;23479;BLUSA RENDA GOLA ALTA OFF WHITE M;U;UNICA
G1362;15365;BLUSA DET.TACHINHA PRETO P;U;UNICA
G1362;14557;BLUSA DET.TACHINHA LARANJA PP;U;UNICA
G1393;15227;BLUSA DET.APLIC BEGE M;U;UNICA
M1185;14536;VESTIDO BORDADO OFF WHITE G;U;UNICA
M1331;16900;BLUSA DET.AVIAM BEGE G;U;UNICA
M1331;16899;BLUSA DET.AVIAM LIMA M;U;UNICA
M1331;16891;BLUSA DET.AVIAM BEGE PP;U;UNICA
M1352;14758;BLUSA ALCA C/APLIC NUDE G;U;UNICA
M1352;14749;BLUSA ALCA C/APLIC NUDE PP;U;UNICA
M1352;14756;BLUSA ALCA C/APLIC PRETO M;U;UNICA
M1352;14754;BLUSA ALCA C/APLIC LARANJA P;U;UNICA
M1367;16185;BLUSA CORRENTE COSTAS PRETO M;U;UNICA
M1390;14793;BLUSA DET.RENDA OFF WHITE PP;U;UNICA
M1392;15751;BLUSA APLIC.BORDADO BEGE P;U;UNICA
M1392;15753;BLUSA APLIC.BORDADO BEGE G;U;UNICA
M1410;14829;VESTIDO C/APLIC PRETO PP;U;UNICA
M1443;15099;VESTIDO ESTAMPADO AZUL PP;U;UNICA
M1450;14983;BLUSA DET.AVIAM BORDADO OFF WHITE G;U;UNICA
M1453;14703;VESTIDO BANDAGEM AZUL MARINHO P;U;UNICA
M1467;15640;VESTIDO C/RENDA PRETO PP;U;UNICA
M1488;16030;VESTIDO BORDADO PRETO PP;U;UNICA
M1491;15341;CROPPED C/ILHOS PRETO M;U;UNICA
M1507;15725;BLUSA RENDA OFF WHITE P;U;UNICA
M153115565;15565;BLUSA DE ALCA C/ APLIC. OFF WHITE M;U;UNICA
M1531;15566;BLUSA DE ALCA C/ APLIC. OFF WHITE G;U;UNICA
M1533;15560;VESTIDO PINK LARANJA M;U;UNICA
M1546;15628;BODY DET.ARGOLA PRETO PP;U;UNICA
M1561;15941;CROPPED M/C PINK P;U;UNICA
M1561;15942;CROPPED M/C LARANJA P;U;UNICA
M1562;15947;SAIA BABADO VERMELHO PP;U;UNICA
M1562;15956;SAIA BABADO BEGE P;U;UNICA
M1562;15959;SAIA BABADO BEGE M;U;UNICA
M1582;15619;VESTIDO ESTAMPADO ESTAMPADO G;U;UNICA
M158818018;18018;BLUSA TIRA BORDADO NUDE M;U;UNICA
M158818017;18017;BLUSA TIRA BORDADO NUDE P;U;UNICA
M1618;16152;SAIA BORDADO PRETO M;U;UNICA
M1620;15988;SAIA DET. BABADO LARANJA M;U;UNICA
M1620;15987;SAIA DET. BABADO PINK P;U;UNICA
M1621;15974;CROPPED VERMELHO M;U;UNICA
M1621;15970;CROPPED AZUL ROYAL P;U;UNICA
M1627;16012;SAIA NESGAS PRETO P;U;UNICA
M1627;16011;SAIA NESGAS LARANJA PP;U;UNICA
M1636;16319;CROPPED BORDADO LASER OFF WHITE PP;U;UNICA
M1638;17054;BLUSA BORDADO PRETO P;U;UNICA
M1645;16867;BLUSA CORRENTE BEGE P;U;UNICA
M1645;16452;BLUSA CORRENTE PRETO G;U;UNICA
M2319;664;VESTIDO LONGO;P;MARINHO
M2386;674;SAIA LASER;G;OFF WHITE
M2623;676;CALCA ALFAIATARIA;P;PRETO
M2623;678;CALCA ALFAIATARIA;G;PRETO
M2620;688;BLUSA RENDA LACO;P;OFF WHITE
M2508;695;BODY RENDA DECOTE;PP;PRETO
M2508;700;BODY RENDA DECOTE;P;OFF WHITE
M2508;706;BODY RENDA DECOTE;G;VERMELHO
M2546;713;MACAQUINHO RENDA;M;VERMELHO
M2546;715;MACAQUINHO RENDA;PP;PRETO
M2601;728;CALCA JEANS SKINNY;G;JEANS
M2592;743;T-SHIRT PREGAS BROD;P;OFF WHITE
M2571D;508;SAIA NERVURAS;P;PINK
M2383D;511;BLUSA BORDADA;PP;PRETO
M248723487;544;BODY RENDA ML OFF WHITE G;U;UNICA
M1720004;768;SHORT SAIA BOTOES;M;PRETO
M1720004;769;SHORT SAIA BOTOES;G;PRETO
G1715001D;778;CALCA AMPLA;M;PRETO
M2408;781;BODY BORDADO;P;BEGE
M2501;788;MACAQUINHO RENDA TELA;PP;PRETO
M2501;789;MACAQUINHO RENDA TELA;P;PRETO
M1721012;793;VESTIDO ALCA BORDADO;PP;PRETO
M1717003;810;MACACAO SHORT SAIA;G;CORAL
M257224306;24306;T-SHIRT DAY LARANJA M;U;UNICA
M257224300;24300;T-SHIRT DAY LARANJA PP;U;UNICA
M257224139;24139;T-SHIRT DAY PINK G;U;UNICA
PA2234;22033;CALCA OFF WHITE P;U;UNICA
PA2234;22038;CALCA OFF WHITE M;U;UNICA
PA2234;22041;CALCA BEGE G;U;UNICA
PA2234;22043;CALCA OFF WHITE G;U;UNICA
PA2234;22046;CALCA AZUL ROYAL GG;U;UNICA
PA2234;22047;CALCA BEGE GG;U;UNICA
VE1832;15681;VESTIDO VERMELHO G;U;UNICA
1010;12170;VESTIDO COURO MILKY VERDE BEBE G;U;UNICA
1012;12214;CROPPED NEOPRENE PINK P;U;UNICA
1015;12545;BLUSA M/L PREGA DECOTE LARANJA M;U;UNICA
1024;12692;CROPPED SATIM VERMELHO PP;U;UNICA
1051;13084;VESTIDO RAVENA C/APLIC PRETO M;U;UNICA
1053;12166;SHORT COURO MILKY VERDE BEBE G;U;UNICA
1054;12202;SAIA NERVURA C/BABADO PRETO M;U;UNICA
1054;12207;SAIA NERVURA C/BABADO AZUL MARINHO G;U;UNICA
1054;22811;SAIA NERVURA C/BABADO KAKI PP;U;UNICA
1054;22801;SAIA NERVURA C/BABADO ROSA P;U;UNICA
10541;12983;SAIA COURO NERVURA C/BABADO OFF WHITE PP;U;UNICA
1071;13206;CALCA SKINY JOY AZUL P;U;UNICA
10731;13171;CALCA BANDAGEM PRETO P;U;UNICA
10731;13167;CALCA BANDAGEM PRETO PP;U;UNICA
10732;13211;CALCA BANDAGEM PRETO PP;U;UNICA
10732;13214;CALCA BANDAGEM PRETO G;U;UNICA
10732;14572;CALCA BANDAGEM AZUL ROYAL P;U;UNICA
10732;17163;CALCA BANDAGEM VERMELHO P;U;UNICA
1076;13619;CROPPED C/CORRENTE MARROM M;U;UNICA
1078;13160;REGATA RIBANA OFF WHITE P;U;UNICA
1078;13162;REGATA RIBANA OFF WHITE G;U;UNICA
107912611;12611;COLETE TWEED CORRT PRETO GG;U;UNICA
1086;12312;SAIA ZUCA RECORTES PRETO PP;U;UNICA
1087;13424;SAIA COURO PREGAS C/ILHOS PRETO P;U;UNICA
1087;13516;SAIA COURO PREGAS C/ILHOS VINHO P;U;UNICA
1096;18928;SAIA PINK P;U;UNICA
1108;13069;SHORT LOTUS C/RENDA OFF WHITE M;U;UNICA
1110;12894;SAIA COURO NEO C/ILHOS PRETO G;U;UNICA
1110;12996;SAIA COURO NEO C/ILHOS OFF WHITE P;U;UNICA
1110;12995;SAIA COURO NEO C/ILHOS VERMELHO P;U;UNICA
1110;12998;SAIA COURO NEO C/ILHOS OFF WHITE M;U;UNICA
1116;12797;BLUSA M/L RENDA FRANCESA 3 OFF WHITE G;U;UNICA
1130;12926;JAQUETA COURO GRATTA PRETO P;U;UNICA
1157;13164;CICANINHA C/RENDA OFF WHITE P;U;UNICA
1169;13807;SAIA NERVURA AMI ROMA OFF WHITE M;U;UNICA
1187;14165;CALCA LEGGING AMI ROMA PRETO PP;U;UNICA
1192;12945;BLUSA RENDA PRETO PP;U;UNICA
1193;12825;BLUSA ELASOFT M/L LARANJA G;U;UNICA
1194;12753;REGATA UNDERWEAR VERMELHO G;U;UNICA
1194;12759;REGATA UNDERWEAR VERDE MILITAR G;U;UNICA
1195;13196;SAIA COURO NESGAS C/ILHOS LARANJA PP;U;UNICA
1195;12896;SAIA COURO NESGAS C/ILHOS VERMELHO P;U;UNICA
1198;13189;BLUSA DE COURO C/ILHOS VINHO P;U;UNICA
1201;13877;COLETE SARJA BEGE P;U;UNICA
1201;13880;COLETE SARJA BEGE M;U;UNICA
1201;13875;COLETE SARJA AMARELO PP;U;UNICA
1203;12844;MACACAO LONGO C/DETALHE RENDA PRETO M;U;UNICA
1220;13375;BLUSA CAMURCA LASER PRETO PP;U;UNICA
1220;13377;BLUSA CAMURCA LASER PRETO M;U;UNICA
1221;13644;BLUSA CIGANA C/MANGA RENDA OFF WHITE P;U;UNICA
1228;13577;CALCA BENGALINE AZUL BEBE M;U;UNICA
1235;13272;BLUSA MALHA EST.M/C ESTAMPADO P;U;UNICA
1241;13839;MACAQUINHO MOUSSOM AZUL ROYAL PP;U;UNICA
1265;13920;VESTIDO ESTAMPADO ESTAMPADO M;U;UNICA
1288;14055;BLUSA C/AVIAM PRETO G;U;UNICA
1299;13985;BLUSA M/L C/ILHOS LARANJA G;U;UNICA
1299;13982;BLUSA M/L C/ILHOS OFF WHITE M;U;UNICA
1306;13732;BLUSA M/L DETALHE ARGOLA OFF WHITE PP;U;UNICA
1306;14365;BLUSA M/L DETALHE ARGOLA PRETO PP;U;UNICA
1310;14126;BLUSA ALCA DET.CORRENTE OFF WHITE PP;U;UNICA
1327;14068;BLUSA M/L C/ AVIAM AZUL MARINHO P;U;UNICA
1327;13761;BLUSA M/L C/ AVIAM OFF WHITE G;U;UNICA
1328;13863;BLUSA C/BORDAO PEDRAS PRETO P;U;UNICA
1359;14027;SHORT LIMA P;U;UNICA
13761;14825;SAIA BANDAGEM CORES VERDE MILITAR P;U;UNICA
1394;18542;VESTIDO APLICACAO PRETO P;U;UNICA
1424;23918;BLUSA M/L TIRA DECOTE PRETO P;U;UNICA
4073;12102;BLUSA DECOTE V BEGE M;U;UNICA
4073;12104;BLUSA DECOTE V BEGE G;U;UNICA
4607;2100;UNDERWEAR BASICA LIMA P;U;UNICA
4607;2110;UNDERWEAR BASICA PINK M;U;UNICA
4607;2113;UNDERWEAR BASICA AMARELO M;U;UNICA
4607;3577;UNDERWEAR BASICA VERDE ESCURO G;U;UNICA
46071;12558;UNDERWEAR BASICA VERMELHO PP;U;UNICA
46071;12565;UNDERWEAR BASICA VINHO P;U;UNICA
46071;12575;UNDERWEAR BASICA CINZA G;U;UNICA
46071;12576;UNDERWEAR BASICA VERMELHO G;U;UNICA
46071;12581;UNDERWEAR BASICA TERRA M;U;UNICA
46071;12556;UNDERWEAR BASICA PRETO PP;U;UNICA
5014;12128;BLUSA BEGE G;U;UNICA
5180;6878;CINTO DIVERSAS M;U;UNICA
5550;17980;SAIA FRANJA PRETO PP;U;UNICA
61822;9081;SAIA RENDA RECORTES PINK PP;U;UNICA
62801;20509;SAIA RENDA BEGE P;U;UNICA
6281;20427;CROPPED RENDA VERDE M;U;UNICA
62911;20725;CROPPED RENDA VERDE P;U;UNICA
64721;20445;CROPPED RENDA GUIPIR PRETO G;U;UNICA
6672;21514;BLUSA MANGA LONGA BASICA OFF WHITE M;U;UNICA
6708;318;CAMISA PRETA C RECORTE RENDA PRETO G;U;UNICA
6910;574;SHORT JACCARD BORDADO PRETO PP;U;UNICA
7014;899;SAIA SATIM BORDADO LATERAL OFF WHITE PP;U;UNICA
7014;900;SAIA SATIM BORDADO LATERAL PRETO PP;U;UNICA
7014;907;SAIA SATIM BORDADO LATERAL AZUL ROYAL M;U;UNICA
7014;904;SAIA SATIM BORDADO LATERAL AZUL ROYAL P;U;UNICA
7083;1191;SAIA RENDA BORDADO DOURADO PRETO G;U;UNICA
8004;1071;SHORT BORDADO ARABESCO OFF WHITE P;U;UNICA
8154;3004;CALCA MALHA C/ZIPERES PRETO G;U;UNICA
8409;4168;CAMISA CHIFFON C/MANGA RENDA PRETO M;U;UNICA
8417;3291;SAIA MOUSSON PREGA C/BABADO PRETO M;U;UNICA
8488;4488;SAIA CREPE BABADO OFF WHITE G;U;UNICA
8610;4011;SAIA CREPE MOUSSON PRETO PP;U;UNICA
86281/30;7623;BODY LARANJA M;U;UNICA
86492;19236;SHORT RENDA AZUL ROYAL P;U;UNICA
86492;19235;SHORT RENDA OFF WHITE P;U;UNICA
8686;4671;BLUSA DOBBY PRETO P;U;UNICA
8748;4860;BLUSA VISCOSE ALCA AMARELO P;U;UNICA
8761;5083;SAIA CREPE BABADO PRETO M;U;UNICA
8761;5080;SAIA CREPE BABADO OFF WHITE P;U;UNICA
8761;5075;SAIA CREPE BABADO PRETO PP;U;UNICA
8795;5444;SAIA CREPE MOUSSON LARANJA PP;U;UNICA
8795;5454;SAIA CREPE MOUSSON VERDE G;U;UNICA
